# timestamp, confidence, diameter,time from start
1.43E+09,1.00E+00,5.75E+01,8.02E+00
1.43E+09,1.00E+00,5.79E+01,8.05E+00
1.43E+09,1.00E+00,5.82E+01,8.07E+00
1.43E+09,1.00E+00,5.84E+01,8.12E+00
1.43E+09,1.00E+00,5.88E+01,8.14E+00
1.43E+09,1.00E+00,5.87E+01,8.18E+00
1.43E+09,1.00E+00,5.84E+01,8.22E+00
1.43E+09,1.00E+00,5.83E+01,8.25E+00
1.43E+09,1.00E+00,5.82E+01,8.28E+00
1.43E+09,1.00E+00,5.81E+01,8.31E+00
1.43E+09,1.00E+00,5.82E+01,8.34E+00
1.43E+09,1.00E+00,5.80E+01,8.37E+00
1.43E+09,1.00E+00,5.80E+01,8.40E+00
1.43E+09,1.00E+00,5.78E+01,8.44E+00
1.43E+09,1.00E+00,5.73E+01,8.47E+00
1.43E+09,9.89E-01,5.78E+01,8.50E+00
1.43E+09,1.00E+00,5.77E+01,8.54E+00
1.43E+09,1.00E+00,5.77E+01,8.57E+00
1.43E+09,1.00E+00,5.77E+01,8.62E+00
1.43E+09,1.00E+00,5.78E+01,8.64E+00
1.43E+09,1.00E+00,5.76E+01,8.69E+00
1.43E+09,1.00E+00,5.77E+01,8.72E+00
1.43E+09,1.00E+00,5.75E+01,8.74E+00
1.43E+09,1.00E+00,5.73E+01,8.77E+00
1.43E+09,1.00E+00,5.74E+01,8.80E+00
1.43E+09,1.00E+00,5.74E+01,8.84E+00
1.43E+09,1.00E+00,5.72E+01,8.87E+00
1.43E+09,1.00E+00,5.70E+01,8.91E+00
1.43E+09,1.00E+00,5.69E+01,8.94E+00
1.43E+09,1.00E+00,5.69E+01,8.97E+00
1.43E+09,1.00E+00,5.69E+01,9.00E+00
1.43E+09,1.00E+00,5.67E+01,9.03E+00
1.43E+09,1.00E+00,5.66E+01,9.07E+00
1.43E+09,1.00E+00,5.67E+01,9.11E+00
1.43E+09,1.00E+00,5.66E+01,9.14E+00
1.43E+09,1.00E+00,5.66E+01,9.17E+00
1.43E+09,1.00E+00,5.67E+01,9.20E+00
